JobTitle,Company,Location,PostDate,ExtractDate,Summary,Pay,JobUrl,Requirements,Description
Data Scientist,Activision,"Boulder, CO",Today,2021-05-18,The Associate/Intermediate Data Scientist will develop and operationalize machine learning models in support of anti-cheat and anti-toxicity initiatives.,,https://www.indeed.com/rc/clk?jk=adcafc8caf0d3da0&fccid=71147e0539a0a1b7&vjs=3,None,"The Associate/Intermediate Data Scientist will develop and operationalize machine learning models in support of anti-cheat and anti-toxicity initiatives. This role also will focus on engineering and pipelines as well as analytics to inform business stakeholders of our progress.Our team has a wide range of responsibilities across Game Operations, Marketing, CRM, and Business Planning.Some examples of other projects you may encounter: Recommender that personalizes the in-game store for a large franchise; Churn Risk and Mitigation; Customer Lifetime Value; Marketing models (Attribution and Media Mix Models); Matchmaking and skill.The successful candidate will demonstrate the following skills:Prototype-to-production engineering skills in Python, including best practices such as source control, proper documentation, library packaging, versioning, testing, containerization, CI/CD, and task schedulingAdvanced analytics and SQL skillsAdvanced Spark skillsMachine learning expertise, i.e. regression, classification, and clustering algorithms. Time-series analysis, Bayesian methods, and survival analysis. Deep Learning experience a plus.Ability to understand and implement parameterized models from published techniques in Operations Research, Marketing Science, and EconometricsProfessional habits around model validation, testing, and trackingSolid knowledge of statistics, e.g. statistical power analysis, significance testing, t-tests, ANOVAEngineering experience in at least one cloud platform such as AWS, GCP, or AzureExposure to stream processing infrastructure such as Kafka and Spark Streaming a plusData engineering skills to facilitate data movement, ETL, and analysisHardware-level knowledge (C++, hacking, cheating) a definite plus!Player ProfileMinimum Requirements:Masters in a quantitative science with heavy focus on data-driven modeling, e.g. Physics, Mathematics, Operations Research, etc; or Bachelors + 2 years industry experience. Intermediate level depends on additional experience.Must be a tenacious and self-catalyzing problem solver. You don’t settle for good enough. Must be able to synthesize disparate data, detect and work around broken data, and investigate every possibility until you are confident you have and understand a thorough solutionProcess-oriented driving toward visibility, accountability, and communicationTeam-oriented, ability to build long-lasting and collaborative relationships effectively. You work selflessly and enthusiastically, serving as a positive catalyst for collaborative solutioningYou contribute to the expertise in every data and analytic conversation as well as you listen with openness to other’s expertiseA passion for analytics and diving into as well as experiencing the products on which you work (video game enthusiasm with a solid understanding of the connection of gameplay to spending behavior is a plus)Ability to adapt quickly, high tolerance for ambiguity, and ability to coordinate on a teamOur WorldActivision Blizzard, Inc. (NASDAQ: ATVI), is one of the world's largest and most successful interactive entertainment companies and is at the intersection of media, technology and entertainment. We are home to some of the most beloved entertainment franchises including Call of Duty®, World of Warcraft®, Overwatch®, Diablo®, Candy Crush™ and Bubble Witch™. Our combined entertainment network delights hundreds of millions of monthly active users in 196 countries, making us the largest gaming network on the planet!Our ability to build immersive and innovate worlds is only enhanced by diverse teams working in an inclusive environment. We aspire to have a culture where everyone can thrive in order to connect and engage the world through epic entertainment. We provide a suite of benefits that promote physical, emotional and financial well-being for ‘Every World’ - we’ve got our employees covered!The videogame industry and therefore our business is fast-paced and will continue to evolve. As such, the duties and responsibilities of this role may be changed as directed by the Company at any time to promote and support our business and relationships with industry partners.Activision is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, gender expression, national origin, protected veteran status, or any other basis protected by applicable law and will not be discriminated against on the basis of disability."
"Associate Data Scientist, Ads (Remote Eligible, Americas)",Spotify,"New York, NY",Today,2021-05-18,It is a plus if you have a proven experience with hands-on sophisticated statistical modeling and machine learning to generate insights and influence product…,,https://www.indeed.com/rc/clk?jk=666f62cc93be5de2&fccid=fe404d18bb9eef1e&vjs=3,None,"Data, Research & InsightsData ScienceWe work at the intersection of advertising and messaging technologies to connect millions of brands to billions of fans. As part of the Advertising team, we’re paving the way for a sustainable global Spotify business that allows even more creators to make a living off their art. Come join us and help build the platform that powers promotion at Spotify.LocationNew York or Remote AmericasJob typePermanentWe are looking for an experienced Data Scientist to work on our Ad Studio or Ad Experience product insights team. We are solving for ways to make it easier for advertisers to access Spotify’s platform. In this role, you’ll join a cross-functional group passionate about, looking critically at how advertising and artist promotion fits into our free listening experience from user-centered perspectives. You will study user behavior, pivotal initiatives and new features, looking critically and empowering data driven decisions on how we build and innovate upon the product. By generating insights, you’ll influence the strategy and direction of Spotify ad products. Above all, your work will impact the way the world experiences music and podcasts.We are seeking an individual to help us in some of the following ways: build insights and holistic understandings of advertisers and their needs, find opportunities to improve and innovate on our product and features, uncover insights to drive advertiser activation, retention and growth and define success metrics and surface optimization opportunities.What you'll doWork closely with cross-functional teams of data scientists, user researchers, product owners, designers, engineers, and business and marketing team stakeholders, who are passionate about Spotify’s successPerform analyses on large sets of data to extract actionable insights that will help drive product decisionsTranslate sophisticated problems and solutions to all levels of the organizationDeliver standardized reporting and dashboards, from design through to delivery and administrationImpact product strategy by leading foundational research & experimentation initiatives to develop a deeper understanding of our product and our usersWho you are2+ years of industry experience with technical competence to perform sophisticated analytics on large datasets with SQL, coding skills (such as Python, Java or Scala), analytics libraries (Pandas/Numpy, Seaborn, Dplyr, GGplot, etc), & other visualization tools (Tableau)Consistent track record understanding and solving loosely defined problems and come up with relevant answers and measurable insights to guide product development decisions.You are capable of taking on multiple initiatives simultaneouslyPossess statistical competence (such as regression modeling, a/b testing, significance testing etc)Experience in building “analytics-friendly” datasets and understand basic data processing and pipelining best practicesMaintain the capacity and passion to translate business objectives into impactful quantitative analyses and results into business and product recommendationsYou have a user-focused mentality.You understand the role and importance of qualitative methodologies in partnership with quantitative methodologies - and you can articulate this.Adaptable to change: excited by working in a constantly evolving teamYou are an effective communicator: stellar communication skills with the ability to distill sophisticated thoughts and strategies into simple, impactful recommendationsIt is a plus if you have a proven experience with hands-on sophisticated statistical modeling and machine learning to generate insights and influence product/business decisions and worked in an analytics role within an advertising function.Where you’ll beWe are a distributed workforce enabling our band members to find a work mode that is best for them!Where in the world? For this role, it can be within the Americas region in which we have a work locationPrefer an office to work from home instead? Not a problem! We have plenty of options for your working preferences. Find more information about our Work From Anywhere options here.Working hours? We operate within the Eastern Standard time zone for collaborationPerks of being in the bandExtensive learning opportunities, through our dedicated team, GreenHouse.Flexible share incentives letting you choose how you share in our success.Global parental leave, six months off - fully paid - for all new parents.All The Feels, our employee assistance program and self-care hub.Flexible public holidays, swap days off according to your values and beliefs.Spotify On Tour, join your colleagues on trips to industry festivals and events.Learn about life at SpotifySpotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the chance to enjoy and be passionate about these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service with a community of more than 345 million users."
Data Scientist 1,Oracle,"Cambridge, MA",6 days ago,2021-05-18,"Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product,…",,https://www.indeed.com/rc/clk?jk=d1a5e7d3c5863020&fccid=cd22d01053af7669&vjs=3,None,"Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse ?big data? sources to generate actionable insights and solutions for client services and product enhancement.Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.Work involves some problem solving with assistance and guidance in understanding and applying company policies and procedures. Attention to detail critical. Ability to collect, organize, and display data in spreadsheet format. Follow-through skills necessary to get information from internal and third parties and have data errors/omissions corrected. Strong written and verbal communication skills. 0 - 2 years relevant work experience.Innovation starts with inclusion at Oracle. We are committed to creating a workplace where all kinds of people can be themselves and do their best work. It’s when everyone’s voice is heard and valued, that we are inspired to go beyond what’s been done before. That’s why we need people with diverse backgrounds, beliefs, and abilities to help us create the future, and are proud to be an affirmative-action equal opportunity employer.Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans status, age, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law."
Research Intern - Energy Industry Data Scientist,Microsoft,"Redmond, WA",30+ days ago,2021-05-18,"Publications in related fields (deep learning, forecasting, optimization, machine intelligence, data mining, etc.).",,https://www.indeed.com/rc/clk?jk=6e3d1586f6ece4b6&fccid=734cb5a01ee60f80&vjs=3,None,"Virtual InternshipParticipation in the Research Internship Program requires that you are physically located in the United States or Canada for the duration of the internshipResearch Internships at Microsoft provide a dynamic environment for research careers with a network of world-class research labs led by globally-recognized scientists and engineers. Our researchers and engineers pursue innovation in a range of scientific and technical disciplines to help solve complex challenges in diverse fields, including computing, healthcare, economics, and the environment.At Azure Global Industry, we develop products that help our customers in their digital transformation journey and enable them to realize the true value of their data by leveraging AI and cloud computing. To see examples of such innovations, follow #AzureForIndustry in LinkedIn.As a part of our initiatives, we currently have an opening for a data scientist intern for energy vertical focused on renewable energy and power and utilities space. We are looking for an experienced and motivated student to apply machine learning and AI on IoT data to the topic.Our team is located in Houston, TX and this hire is targeted for Houston area universities. We strive to make our internships fun, productive, and profitable. If interested, please follow the instructions to apply for an internship.ResponsibilitiesInterns put inquiry and theory into practice. Alongside fellow doctoral candidates and some of the world’s best researchers, interns learn, collaborate, and network for life. Interns not only advance their own careers, but they also contribute to exciting research and development strides. During the 12-week internship, students are paired with mentors and expected to collaborate with other interns and researchers, present findings, and contribute to the vibrant life of the community. Research internships are available in all areas of research, and are offered year-round, though they typically begin in the summer.At Azure Global Industry, interns pursue projects alongside fellow doctoral candidates and fulltime engineers. They learn, collaborate, and network for life. Interns not only advance their own careers, but also contribute to exciting research and development strides. During the 12-week internship, students work closely with mentors and sometimes collaborate with other interns and engineers as well.QualificationsIn addition to the qualifications below, you’ll need to submit a minimum of two reference letters for this position. After you submit your application, a request for letters may be sent to your list of references on your behalf. Note that reference letters cannot be requested until after you have submitted your application, and furthermore, that they might not be automatically requested for all candidates. You may wish to alert your letter writers in advance, so they will be ready to submit your letter.Required QualificationsMust be currently enrolled in a senior level MSc or PhD program in Computer Science, Statistics, or a related STEM field.Must have at least 1 year coding experience in PythonMust have at least 1 year experience with advanced Machine Learning techniques (deep learning, forecasting, etc.)Participation in the Research Internship Program requires that you are physically located in the United States or Canada for the duration of the internshipPreferred QualificationsBackground in renewable energy and power and utility space.Publications in related fields (deep learning, forecasting, optimization, machine intelligence, data mining, etc.).Familiarity with code version control system.Software development skills (testing, DevOps, etc.).Must have strong analytical and problem-solving skills and strong research, theory, and algorithm background with the ability to apply advanced knowledge on real challengesMicrosoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
Applied Scientist,Amazon.com Services LLC,"Seattle, WA",3 days ago,2021-05-18,"Practical experience in several of the following areas: machine learning, statistics, linear programming/optimization, causal inference, deep learning.",,https://www.indeed.com/rc/clk?jk=f5ca9a148ac135be&fccid=fe2d21eef233e94a&vjs=3,None,"Master’s or PhD degree in Computer Science, Machine Learning, Applied Mathematics, Operations Research or a related fieldExperience in designing analytic and/or algorithmic solutions to business or operational problemsPractical experience in several of the following areas: machine learning, statistics, linear programming/optimization, causal inference, deep learningExperience implementing algorithms, tailored to particular business needs and tested on large data setsExperience with scripting languages (Python, Ruby, etc.), SQL and Statistical tools, and object-oriented programming languages (Java, C++, etc.)Excellent communication skills with both technical and non-technical audiencesAbility to work independently and as part of a diverse teamAmazon's Supply Chain Optimization Technology (SCOT) group is looking for an Applied Scientist to optimize one of the most complex logistics systems in the world. Academic and/or practical background in Machine Learning, Operations Research, Systems Engineering and Optimization, or Process Control are particularly relevant for this position. Experience in model-based engineering and/or multidisciplinary analysis & optimization is also a plus.Amazon’s extensive logistics system comprises thousands of fixed infrastructure nodes with millions of possible connections between them. Billions of packages flow through this network on a yearly basis, making the impact of optimal improvements truly unparalleled. This magnificent challenge is a terrific opportunity to understand, model, simulate, optimize, and reshape one of the world's most complex systems.You will make the real complexity of our logistics system visible, tangible, and manageable using cutting edge analytical methods. You will use modeling and simulation to validate assumptions on the intricate interactions among different elements of our system. You will identify and evaluate opportunities to improve customer experience, network speed, cost, and the efficiency of capital investment. You will develop system components using optimization, simulation, and machine learning techniques. You will quantify the improvements resulting from the application of these tools and you will evaluate trade-offs between competing outputs of the system.This position requires drive and self-motivation, superior analytical thinking, data-driven disposition, and application of technical knowledge to a business context. It also requires effective collaboration with fellow scientists, software development engineers, and product managers. Effective communication of technical designs to technical and non-technical audiences, and close partnership with many stakeholders from operations, finance, IT, and business leadership is also required.We are a key part of Supply Chain Optimization Technologies (SCOT): https://www.youtube.com/watch?v=ncwsr1Of6Cw&feature=youtu.beExpertise in forecasting, deep learning, or other related fieldsA proven record of innovation and driving critical research in Applied Optimization in industry, government, or militaryDemonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environmentExperience developing intricate systems, including establishing target system results and operation tolerances, developing a system design, analyzing this design use in relation to the function of the elements in the system, developing system prototypes, and testing and validating the developed design to quantify its valueExcellent interpersonal skills and a can-do never-give-up attitude"
Data Scientist,Genus,Remote,5 days ago,2021-05-18,"Location: Remote Country: US The role: Genus plc is a market leader in porcine, dairy, and beef genetics and is uniquely positioned as a global player with…",,https://www.indeed.com/rc/clk?jk=309cb390de38dc91&fccid=1fd52bac8c5181cb&vjs=3,None,"Location: RemoteCountry: USThe role:Genus plc is a market leader in porcine, dairy, and beef genetics and is uniquely positioned as a global player with a dedicated, multi-species research and development function and an international distribution network. Food consumption is expected to rise by 60% in the next 20 years. Our challenge is to affordably and sustainably meet that escalating demand while global resources diminish. Our vision is clear: Pioneering animal genetic improvement to help nourish the world. We are seeking a motivated Research Technician to join the Biosystems Engineering Team in pioneering research to transform the global animal protein industry."
Data & Applied Scientist Manager,Microsoft,"Redmond, WA",11 days ago,2021-05-18,Partnering with cross-company data and analytics teams to ensure robust and accurate data capture and continuous improvement of data available for both…,,https://www.indeed.com/rc/clk?jk=c6a4cd13894c6dfc&fccid=734cb5a01ee60f80&vjs=3,None,"Microsoft’s mission is to empower every person and every organization on the planet to achieve more. We are building the Developer Relations dream team! Our global team is maniacal about making the world amazing for developers, admins, citizen developers, students, and other technical roles coming from all backgrounds. We're excited to support and contribute to open source platforms, tools, events, and processes. We’re spreading awareness of Microsoft technology and enabling our current and future customers to do what they love: write, code, and learn. This is the heart and soul of reinventing Microsoft’s relationship with our technical communities.Developer Relations is looking for an experienced and motivated leader of our data science team to enable our organization to best serve our customers by building world-class analytics capabilities. In this role, you will have analytical ownership of high-visibility initiatives across a broad spectrum of areas, to support OKRs, data-driven product development, customer-focused content experience, and growth insights. This role requires technical depth and experience leveraging statistics, data analysis, data science & visualization to drive business insights that lead to action and successful business outcomes.ResponsibilitiesAs a leader for the Developer Relations Content and Learning business, you will lead a team of data scientists to:Develop and define analytical vision, strategy, roadmap and prioritization for the business area, coordinating with leaders to ensure alignment with business goalsDrive strategic alignment of Objective and Key Results across all organizational levels, from definition, baselining, forecast, target setting to growth analysisDesign analytics solutions and reports to measure product, content and initiative impact, identify trends and anomalies, and influence program investmentsOwn the delivery of the reporting and insights on a regular cadence to the stakeholders and senior leadership teamsUnderstand and proactively communicate factors affecting business performance to stakeholders by partnering with business leaders, other analysts and data engineering teams.Ensuring insights are both actionable and measurable and you should be able to build these insights and hypothesis with awareness of practical implementation and implications for the businessPartnering with cross-company data and analytics teams to ensure robust and accurate data capture and continuous improvement of data available for both analytics and the wider businessBe a “doer” as well as a leader – be a data and analytics expert that your team can turn to for inspiration and hands-on guidance.Lead the efforts for understanding the data generated by experiments, and producing actionable, trustworthy conclusions from them.Build, motivate and manage a team of high performing individualsQualificationsBachelor’s degree or higher in an analytical area such as Computer Science, Management information Systems, Mathematics, Statistics, Engineering or similar field5+ years of people management experience leading a diverse team, providing coaching and performance management.10+ years of hands-on experience with data science and analyticsPreferredDemonstrated ability to manage large scale projects or programs including work prioritization, planning, and coordinationSolid communication and data presentation skills, experience analyzing data and communicating the results to senior business leadersAbility to work cross-functionally, building and maintaining trust with internal stakeholdersProven ability to solve complex quantitative business challenges; experience in the development of web analytics and anomaly detection is a plus.The ideal candidate must be dynamic, passionate, self-motivated, confident in working with senior leaders and comfortable in a matrix organization. They need to be able to gain the trust and confidence of the stakeholders across the organization and be a visible leader who can drive results through influencing the work of others. The candidate must a capable manager who embraces the value of diversity and creates an empowering and inclusive environment.#devrelawesomejobsAbility to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings:Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
Senior Data Scientist,Blucora,Remote,Just posted,2021-05-18,"Hands-on experience with optimization, data mining, or machine learning. Strong Excel and data visualization skills. Write and interpret complex SQL queries.","$108,883 - $134,000 a year",https://www.indeed.com/company/Blucora/jobs/Senior-Data-Scientist-14872fb434d96848?fccid=f589ccbeaf041c0b&vjs=3,US work authorization (Required)Bachelor's (Preferred),"Not Approved for sponsorship, Citizens, or Green Card Holders OnlySenior Data ScientistApplyBlucora has a bold aspiration: we are committed to giving all people the tools needed to lead healthy financial lives - tools often reserved for the wealthy.We now turn to the next leg, developing the technological tools that make our vision of financial health for all a reality. Atypical for the financial services industry, we take a contemporary approach to strategy and product development that is founded in user insights, rapid testing and a singular focus on driving end-user value.Since charting new territory on a daily basis is part of everyone's job at Blucora, we've attracted team members who thrive on the challenge, encourage each other, and are passionately committed to the goal. If you agree that problem- solving is a team sport, and feel energized by a good debate, deep dive research, or a fun night out with colleagues, we might be the right firm for you!Position SummaryBlucora, the parent company to Avantax Wealth Management, Avantax Planning Partners, and TaxAct, is seeking a Senior Data Scientist that will be responsible for providing data, analysis, statistical modeling, and machine learning capabilities to inform key business initiatives. This role will deliver models to optimize marketing spend, create personalized engagement, and drive customer retention across both our tax preparation and wealth management businesses.Essential Duties & Responsibilities Deliver statistical models to drive organizational insights and key business actions.Partner closely with the business including the Marketing and Product teams to understand and optimize the customer journey (LTV).Provide insight into market segmentation, customer journey and Experience (CX) with a high level of accuracy using analysis, predictive modeling and machine learning.Assemble and clean data for modeling purposes.Write and interpret complex SQL queries.Model selection, build and testing.Engage with the broader Data Science organization to support, refine, and test large scale data science projects.Ability to deploy visualization techniques to deliver insights to end-user.Summarize and report key analytical findings and recommendations in both oral and written forms to various technical and non-technical teams.Other job duties as defined.Education & ExperienceBachelor's or Master’s degree in a quantitative discipline (e.g. statistics, physics, engineering).Minimum of 3 years of hands-on experience in the analysis and modeling of large complex datasets.Fluency in SQL and experience with Big Data.Expertise in a programming language (Python, R, SQL) for statistical analysis.Expertise with statistical modeling techniques such as regression, classification, hypothesis testing, and unsupervised learning.Hands-on experience with optimization, data mining, or machine learning.Strong Excel and data visualization skills.The ability not just to retrieve and present data, but to draw conclusions and make recommendations.Experience working for a technology or internet company.Comprehensive Benefits﻿We offer a competitive salary, outstanding benefits package that includes medical, dental, vision, life insurance, paid vacation and sick days, paid holidays, tuition reimbursement, and 401(k) with company match.#BlucoraJob Type: Full-timePay: $108,883.00 - $134,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceDisability insuranceFlexible scheduleHealth insuranceHealth savings accountLife insurancePaid time offRelocation assistanceVision insuranceSchedule:8 hour shiftSupplemental Pay:Bonus payEducation:Bachelor's (Preferred)Work Location:Fully Remote"
Software Dev/Machine Learning Engineer - new AWS AI Service,"Amazon Data Services, Inc.","Seattle, WA",4 days ago,2021-05-18,This is an area that requires solving the hardest engineering challenges to enable machine learning powered solutions for our customers.,,https://www.indeed.com/rc/clk?jk=d81c0c16f82462e2&fccid=fe2d21eef233e94a&vjs=3,None,"Programming experience with at least one modern language such as Java, C++, or C# including object-oriented designBachelor's in Computer Science or related field. Experience with large-scale systems distributed systemsProven ability to design, develop, and deploy software in production as an individual contributor in an early-stage of product lifecycleExpertise in C/C++, Java, or PythonIn this role, you will build a new AWS service that is going to be trend setting in the machine learning and AI field. This is an area that requires solving the hardest engineering challenges to enable machine learning powered solutions for our customers. As a tier zero Amazon service our solutions have to be scalable, efficient, and extremely fault tolerant. Experience with machine learning systems is preferred, but not required.You will deliver some of our most strategic technical projects, deliver large scalable systems, design new software systems at the cutting edge of distributed database technology and have a significant bottom-line impact on our business and competitive position. In addition to delivering critical software, you will draw from a deep and broad technical expertise to mentor engineers and provide leadership on complex technical issues.This position within the AWS AI team presents a unique and rare opportunity to get in on the ground floor within a fast growing business and help shape the technology, product and the business. A successful candidate will bring deep technical and software expertise, desire to have an industry wide impact and ability to work within a fast moving, startup environment in a large company to rapidly deliver services that have a broad business impact.Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. Our senior members enjoy one-on-one mentoring and thorough, but kind, code reviews. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the futureOur team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.M.S. in Math, Computer Science or related field.Experience in machine learningAmazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, visit US Disability Accommodations."
"Return to Work - Research Data Scientist, Infrastructure",Facebook,"Seattle, WA",16 days ago,2021-05-18,"We are applied quantitative and computational experts using math, statistics, and machine learning to measure & optimize cost, performance, reliability and…",,https://www.indeed.com/rc/clk?jk=8c4199faaa3cb81c&fccid=1639254ea84748b5&vjs=3,None,"The Infrastructure Quantitative Engineering group is responsible for the strategic analysis to support and enable the continued growth critical to Facebook’s infrastructure organization. We are applied quantitative and computational experts using math, statistics, and machine learning to measure & optimize cost, performance, reliability and efficiency of Facebook’s infrastructure & global telecom systems to deliver the best experience to our global audience. The ideal candidate will be passionate about Facebook, have strong analytical and modeling aptitude and have experience using data to drive cost effective decision making.This position has a 16-week duration. All candidates are expected to commit to a consecutive 16-week timeframe for successful completion of the program. At the end of the term, those participants who have demonstrated their ability to succeed and make an impact at Facebook will be considered for a full-time position. Roles are filled as candidates are identified.This program is open to all candidates who have relevant professional experience and have been out of the workforce for 2 years or longer immediately prior to the start of the program. New graduates with less than 1 year since matriculation, please apply for open positions through the students and grads career page.Build pragmatic, scalable, and statistically rigorous solutions to large-scale web, mobile, and data infrastructure problems by leveraging or developing state-of-the-art statistical and machine learning methodologies on top of Facebook's unparalleled data infrastructure.Work cross-functionally to define problem statements, collect data, build analytical models, and make recommendations.Build and maintain data driven optimization models, experiments, forecasting algorithms, and machine learning models.Leverage tools like Python, R, Hadoop & SQL to drive efficient analytics.Communicate final recommendations and drive decision making.Degree in quantitative field (e.g. Computer Science, Engineering, Mathematics, Statistics, Operations Research or other related field).2+ years of relevant industry experience solving analytical problems and building models using quantitative, statistical or machine learning approaches.Experience with statistical methods such as forecasting, time series, hypothesis testing, classification, clustering, or regression analysis.Experience with Machine Learning, Statistics, or other data analysis tools and techniques.Experience performing data extraction, cleaning, manipulation, and analysis using medium to large datasets.Experience with at least one programming language (i.e., Python, R, Java, or C++).Experience writing SQL queries.Experience with scientific computing and analysis packages such as NumPy, SciPy, pandas, scikit-learn, dplyr, or caret.Experience with data visualization libraries such as Matplotlib, Pyplot, ggplot2.Advanced degree (Master’s or PhD or Equivalent experience) in quantitative field.Experience working with distributed computing tools (Hadoop, Hive, Spark, etc.).Proficiency in algorithmic complexity.Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
