,JobTitle,Company,Location,Summary,JobUrl,Requirements,Description,State,City,DatePosted,Schedule,Salary,Role,Focus,median_sal,iqr,low,high,median_sal_prediction,iqr_prediction,low_prediction,high_prediction,fin_iqr,fin_above_med_sal,Q1,Q2,Q3,Q4,out,Q
176,senior data scientist,spin electric scooters,"San Francisco, CA",minimum of 5  3 with advanced degree  years of relevant experience in data science or analytics role  analyze data and develop data models to enable self serve…,https://www.indeed.com/rc/clk?jk=81806f8e1f86ade5&fccid=2166988d55803caf&vjs=3,none,about spinspin is a fast growing micromobility company committed to a world with clean air  liveable cities  safe streets  and widespread access to convenient  affordable transportation  if you’re searching for a top tier career where you can make a difference and dynamically collaborate within a creative  lively environment—spin welcomes you we’re passionate about transportation and technology  the work we accomplish fulfills a sense of meaning and purpose  which goes beyond the traditional dimensions of a workplace  our products and initiatives directly influence people’s lives  which is proven by our customers' feedback founded in 2017  and now a subsidiary of ford motor company  we have worked together with cities  campuses  community groups  and businesses to expand internationally  even as we expand  we maintain the close feeling of a small business  with “fireside chats” chats led by our company’s founders  weekly okr pop up videos  music infused presentations at our all hands meetings  and more  during this time of working remotely  our creativity and shared goals have kept us united and bonded within our virtual community we are a diverse team of artists  engineers  designers  urban planners  policymakers  marketers  and operators  we believe in inclusivity and build powerful alliances to fulfill our goals and move our mission forward  above all  we at spin are connected by our values and #beorange spirit  which represents unity  purpose  passion  and creativity about the rolewe are looking for a senior data scientist to join our analytics team to generate insights and build data products that will allow us to answer some of our toughest questions to help us innovate and grow  you will be solving challenging business problems  performing statistical analyses and identifying and solving data quality issues  you will be collaborating with engineering and product teams to define data requirements and shape strategic direction  if you are passionate about using data to solve hard problems  we want to hear from you our team consists of people that are passionate about creating finely polished and intuitive experiences and  at the same time  obsess over performance and reliability of what we build  we challenge the status quo and strive towards finding the best way to solve problems we work in small collaborative groups to keep processes and overhead low  so we have a lot of trust and autonomy to perform the work required to build the best product about the teamour team consists of people that are passionate about creating finely polished and intuitive experiences and  at the same time  obsess over performance and reliability of what we build  we challenge the status quo and strive towards finding the best way to solve problems we work in small collaborative groups to keep processes and overhead low  so we have a lot of trust and autonomy to perform the work required to build the best product responsibilitiesanalyze data and develop data models to enable self serve insights at scale define business metrics that measure the health of our business and product collaborate with engineering and product teams to translate business insights into decisions and actions develop dashboards and frameworks to monitor business and product performance design and analyze a b and multivariate tests to measure business impact qualificationsdegree in a quantitative field like analytics  statistics  economics  computer science  or applied math minimum of 5  3 with advanced degree  years of relevant experience in data science or analytics role advanced sql skills experience in python  preferred  or r including data science and visualization libraries extensive experience creating data visualizations with tools like looker  preferred   tableau or mode strong oral and written communication skills  and ability to collaborate with cross functional partners to build the business preferred qualificationsexperience with github   gitlab and source control experience contributing to or developing an etl using such tools as airflow and dbt prior product analytics experience benefits   perksopportunity to join a fast growing startup and help shape and establish the company’s industry leadershipcompetitive health benefitsunlimited pto for salaried rolespre tax commuter benefitsmonthly cell phone bill stipendwellness perk for salaried rolesspin is an equal opportunity employer and will not discriminate against any employee or applicant for employment in an unlawful matter  we celebrate diversity and are committed to creating an inclusive environment for all individuals  spin treats all employees and job applicants on the basis of merit  qualifications  and competence without regard to any qualified individuals' sex  race  color  religion  national origin  ancestry  gender  including pregnancy  breastfeeding  or related medical condition   sexual orientation  gender identity  gender expression  age  physical or mental disability  medical condition  genetic characteristic or information  marital status  military and veteran status  or any other characteristic protected by state or federal law  spin also considers qualified applicants with criminal histories  consistent with applicable local  state  and federal law spin is committed to providing reasonable accommodations for qualified individuals with disabilities in its job application procedures  if you need assistance or an accommodation due to a disability  you may contact us at job_accommodations spin pm ,CA,san francisco,2021-04-18,0,0.0,data scientist,senior,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Q2
174,junior data scientist,caci,"Washington, DC",1  years of experience with data science using statistical languages  r  python  slq  etc   to manipulate data and draw insights from large data sets ,https://www.indeed.com/rc/clk?jk=670ffc977e6c3b7d&fccid=290a4498a64fc044&vjs=3,none,job descriptionbe a part of an innovative and collaborative technology team to advance the depart of defense  dod 's enterprise data analytics platform using modern technologies  cloud architectures  and development best practices the caci team is looking for a junior data scientist to support a fast paced  agile development team  as a junior data scientist  you will work with product managers and business stakeholders to develop analytic solutions processing large sets of business data to gain enterprise insights and drive decision making more about the rolesupports processing of structured  unstructured  and semi structured data to derive patterns  trends  and correlations and enable entity extraction  disambiguation and other data related support using appropriate data science tools and techniques in order to draw scientifically credible analytical conclusions based on quantitative analysis uses software languages such as python to develop scripts to automate data gathering and analysis  and process large amounts of unique data sets in small time periods to provide actionable information you’ll bring these qualifications1  years of experience with data science using statistical languages  r  python  slq  etc   to manipulate data and draw insights from large data sets knowledge of statistical techniques and conceptsexperience manipulating data sets and building statistical modelsactive top secret   sci clearancethese qualifications would be nice to haveexperience with data operations pipelineexperience with machine learning techniquesexperience working with and creating data architectures security  certificationwhat we can offer you we’ve been named a best place to work by the washington post our employees value the flexibility at caci that allows them to balance quality work and their personal lives we offer competitive benefits and learning and development opportunities we are mission oriented and ever vigilant in aligning our solutions with the nation’s highest priorities for over 55 years  the principles of caci’s unique  character based culture have been the driving force behind our success job locationus washington dc washington dccaci employs a diverse range of talent to create an environment that fuels innovation and fosters continuous improvement and success  at caci  you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for intelligence  defense  and federal civilian customers  caci is proud to provide dynamic careers for employees worldwide  caci is an equal opportunity employer   females minorities protected veterans individuals with disabilities ,DC,washington,2021-04-18,0,0.0,data scientist,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Q3
167,literature information & data scientist,abbvie,Remote,within ir  the abbvie library information science  lis  team builds tools and provides services that help abbvie scientists interact with  manage and consume…,https://www.indeed.com/rc/clk?jk=358d716219f12372&fccid=a3b51ece17c02aae&vjs=3,none,about abbvieabbvie’s mission is to discover and deliver innovative medicines that solve serious health issues today and address the medical challenges of tomorrow  we strive to have a remarkable impact on people’s lives across several key therapeutic areas  immunology  oncology  neuroscience  eye care  virology  women’s health and gastroenterology  in addition to products and services across its allergan aesthetics portfolio  for more information about abbvie  please visit us at www abbvie com  follow  abbvie on twitter  facebook  instagram  youtube and linkedin abbvie’s information research  ir  group has a mission to unlock the information that makes cures possible  within ir  the abbvie library information science  lis  team builds tools and provides services that help abbvie scientists interact with  manage and consume knowledge from scientific literature to foster innovation in drug discovery and development  lis is a global organization  with a large presence in the lake county headquarter as well as other research sites  we leverage leading technologies and methods to provide abbvie scientists with our industry’s best capabilities around literature based knowledge discovery this literature data scientist role will be part of the literature based scientific discovery  lsd  team in the library information science group  the literature data scientist should have a sufficiently strong scientific and technical background to scope and fulfill lsd services  lsd services include literature searching  knowledge and data extraction  ontology enabled text and data mining from scientific literature  patents  and other information resources  as well as semantic enrichment  and other library information search services  additionally  the literature data scientist will have to effectively collaborate across library information science and other ir teams to deliver lsd services to our clients  the role will help build new self service solutions for r d scientists serving their recurring literature search needs and value add tools leveraging a combination of commercial and internally developed software key responsibilitiesrespond to client and internal requests for information by leveraging scientific domain and information research and knowledge conduct accurate  comprehensive  cost effective searches  identify and utilize the best available resources exhibit leading edge knowledge of electronic tools and automation systems supporting the research function support abbvie scientists’ with identifying most relevant information published knowledge and deliver customer specific search   analysis solutions cultivate strategic partnerships  understand client information needs  establish rapport and nurture open communication to facilitate development of client focused programs and initiatives collaborate with internal data scientists  information scientists and software developers to design and implement lsd tailored literature and knowledge solutions to meet well defined stakeholder requirements provide unique scientific insights and expertise by leveraging  streamlining  and automating a knowledge extraction   literature classification pipeline for collecting  extracting  curating and visualizing knowledge from scientific publications achieve great results while overwhelmingly demonstrating key abbvie values and behaviors qualificationsrequirementsbachelor’s degree with 4 years’ experience or master’s degree with 2 years’ experience preferably a degree in natural sciences  biology  pharmacy  medicine  pharmacology  biochemistry  medicinal chemistry   computational life science  such as cheminformatics  bioinformatics  or information science combined with very good biomedical knowledge search experience with biomedical information resources and commercial literature searching tools like dialog or stn as well as thesaurus knowledge is needed programming and informatics data science computer science background  proficiency in one or more relevant programming languages  such as python  required   java or r  ability to understand and modify existing code as well as develop new scripts and set up new data processing workflows  experience with relational databases  sql  sparql or robotic process automation  rpa  would be an additional asset strong analytical skills to process  analyze  visualize  and present results  knowledge of technologies for data analysis and visualization of complex data  e g  rest apis  xml  json  knime  pipeline pilot  plotly dash  rshiny or spotfire  as well as knowledge of public domain standard biomedical terminologies  e g  mesh  nci  hgnc  is desirable systematic problem solving  quick grasp of things and superior attention to detail in developing tailored solutions  high degree of reliability and integrity demonstrates an interest in working collaboratively  cross functionally  and in inter disciplinary teams with an ability to effectively communicate  both verbally and in writing to scientists and non scientists well organized and balances taking direction from others  sponsors  partners  clients  with taking initiative to manage multiple project and learning responsibilities innate scientific curiosity  technical creativity and innovative thinking  motivated to break new ground in the field of information literature analysis and knowledge discovery fluency in english additional informationabbvie is an equal employment opportunity employer  at abbvie  we value bringing together individuals from diverse backgrounds to develop new and innovative solutions for patients  as an equal opportunity employer  we do not discriminate on the basis of race  color  religion  national origin  age  sex  including pregnancy   physical or mental disability  medical condition  genetic information  gender identity or expression  sexual orientation  marital status  protected veteran status  or any other legally protected characteristic significant work activitiescontinuous sitting for prolonged periods  more than 2 consecutive hours in an 8 hour day travelyes  5   of the timejob typeexperiencedschedulefull timejob level codeicequal employment opportunityat abbvie  we value bringing together individuals from diverse backgrounds to develop new and innovative solutions for patients  as an equal opportunity employer we do not discriminate on the basis of race  color  religion  national origin  age  sex  including pregnancy   physical or mental disability  medical condition  genetic information gender identity or expression  sexual orientation  marital status  protected veteran status  or any other legally protected characteristic ,Remote,remote,2021-04-18,0,0.0,data scientist,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Q2
164,machine learning engineer,honey,"Bellevue, WA",you develop and ship machine learning solutions for automatic predictions and decisions  and personalized user experiences ,https://www.indeed.com/rc/clk?jk=ac9ec4ea1a66bcd4&fccid=978d9fd9799d55a8&vjs=3,none,who we are  fueled by a fundamental belief that having access to financial services creates opportunity  paypal  nasdaq  pypl  is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy  our open digital payments platform gives paypal’s 392 million active account holders the confidence to connect and transact in new and powerful ways  whether they are online  on a mobile device  in an app  or in person  through a combination of technological innovation and strategic partnerships  paypal creates better ways to manage and move money  and offers choice and flexibility when sending payments  paying or getting paid  available in more than 200 markets around the world  the paypal platform  including braintree  venmo and xoom enables consumers and merchants to receive money in more than 100 currencies  withdraw funds in 56 currencies and hold balances in their paypal accounts in 25 currencies job description summary  as a machine learning engineer  you will join a team that works across the organization using machine learning to build intelligence into our products  you will contribute towards building foundational infrastructure that powers numerous products in honey ecosystem  we are just getting started and this will be an opportunity to define and build platform ground up  you will take part in building the next generation of software that will enable customers to save money on everything they buy  you can expect to work with other engineers  product managers  and data scientists  since we’re building from the ground up  you will need to design  implement  deploy  monitor and iterate your area of ownership  your contribution will impact how honey provides a better way to buy and make money more fair for everyone job description what you will do you collaborate with multi functional product teams on end to end data projects  defining goals  implementing ml solutions  integrating them and evaluating the impactyou develop and ship machine learning solutions for automatic predictions and decisions  and personalized user experiences you contribute to improving and maintaining our common tools and infrastructure you also have a team of extraordinary colleagues to help figure out problems and share best practices and learnings you demonstrate strong bias for action  accountability and can do mentality you embrace continuous learning and share learnings with other members of the honey and paypal you challenge status quo and continuously find ways to innovate and scale systems about you you have hands on experience of implementing production machine learning systems  and a solid understanding of ml theory you write production grade code following software engineering best practices  such as maintaining high test coverage  well documented and readable code you are comfortable working in cross functional teams and on products with short development cycles and quickly evolving priorities you are fluent in python and open to learning new languages you are pragmatic  product focused  and passionate about the end results  not just the techniques used to get there you are comfortable explaining complex results  models  and methods to both technical and non technical audiences additionally  if you have used data pipelining tools such as apache spark or apache beam google dataflow  in an aws or gcp environment  let us know  if not  we will be happy to help you get started we're a purpose driven company whose beliefs are the foundation for how we conduct business every day  we hold ourselves to our one team behaviors which demand that we hold the highest ethical standards  to empower an open and diverse workplace  and strive to treat everyone who is touched by our business with dignity and respect  our employees challenge the status quo  ask questions  and find solutions  we want to break down barriers to financial empowerment  join us as we change the way the world defines financial freedom paypal provides equal employment opportunity  eeo  to all persons regardless of age  color  national origin  citizenship status  physical or mental disability  race  religion  creed  gender  sex  pregnancy  sexual orientation  gender identity and or expression  genetic information  marital status  status with regard to public assistance  veteran status  or any other characteristic protected by federal  state or local law  in addition  paypal will provide reasonable accommodations for qualified individuals with disabilities ,WA,bellevue,2021-04-18,0,0.0,data scientist,machine learning,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Q4
162,principal clinical data scientist,seagen,"Seattle, WA",provide input into the creation of new dashboards and analytics to answer questions or provide insight into clinical data for decision making ,https://www.indeed.com/rc/clk?jk=1189f39e834b6e40&fccid=52558a648544a28b&vjs=3,none,summary the clinical data scientist will lead clinical data surveillance activities across the portfolio with minimal support and oversight  this role will also provide input into data surveillance strategies and application of new technologies to gain insight into clinical data principal responsibilities provide technical and consultative expertise to internal teams for implementation of data surveillance dashboards and visualizations in the analytics platformreview output of dashboards and provide actionable follow up to study teams including adjustments to source data verification  sdv  activities  focused data review  recommendations for site training  etcfoster effective cross functional communication with study teams to manage issues  follow up  and outcomes during a studyperform ongoing evaluations of analytics platform capabilities and performance  perform continuous improvement assessmentspartner with other teams managing parallel analytics platform streams  team data review dashboards  etc  on platform implementationprovide input into the creation of new dashboards and analytics to answer questions or provide insight into clinical data for decision makingimplement seagen strategies  initiatives  processes  and standards to support timelines and deliverables for quality dataalign with protocol  ich gcp  and regulatoryrequirementsprovide and maintain documentation to support activitiesqualifications technical expertise in database development  data management  etc  and associated principles including crf design  database set up  data review  and data cleaning activitiesexperience with data visualization tools such as spotfire  power bi  tableau  etc skilled in assessing data trends and patterns  identifying outliers and potential signals  and managing follow throughthorough understanding of clinical development process and principles of study designstrong project management expertise as well as effective verbal and written communication skillsability to work independently  organize tasks  time and priorities  ability to multi taskability to communicate effectively and appropriately with internal   external stakeholders  locally and globallypreferred additional experience knowledge of basic statistical principlesprogramming experience with analytics tools such as sas  r  or sqlpharmaceutical  biotech  or heath care industry experiencedesire to explore and evaluate new technology applications such as ai  machine learning  and predictive analyticseducation minimum of a bachelors’ degree in science  health care or computer scienceas the leading employer in our industry in the pacific northwest  seagen is proud to offer a competitive total compensation package as well as a comprehensive benefits program designed to support the whole lives of our employees and their families  benefits include medical  vision and dental coverage  group and supplemental life insurance  401 k  with company match  tuition reimbursement  relocation assistance and much more  to learn more about seagen  please visit www seagen com seagen is an equal opportunity employer  all qualified applications will receive consideration for employment without regard to race  age  gender identity  sexual orientation  color  religion  sex  marital status  national origin  protected veteran status  disability status  or any other status protected by federal  state  or local law #li jl1,WA,seattle,2021-04-18,0,0.0,data scientist,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Q1
160,data scientist - imaging engineer,oregon health & science university,"Portland, OR",master’s degree with major courses in relevant field and 3 years of relevant experience or bachelor’s degree with major courses in field of research and 5 years…,https://www.indeed.com/rc/clk?jk=f35ae28c4770d444&fccid=85be009ba3b3a5a6&vjs=3,none,function duties of position ohsu is looking for an image and quantitative data analyst engineer to join the laboratory of dr  tania vu  this person will develop and apply imaging method processes on different commercial and custom data platforms to extract image data from next generation  high content single cell imaging microscopy platform for precision oncology individuals applying for this position must be strategic  action driven problem solversflexible in changing direction and methodologiesable to excel at managing multiple prioritiessuccessful in communicating verbally and in written formcomfortable with fulfilling their position responsibilities in a teamwork collaborative environmentresponsibilities include validating and establishing image processing methods to extract relevant information from imaging datarapidly prototyping methods for internal experiments   early r dcreating high quality  robust implementations of production algorithms this position will involve self management of clinical translation  cancer focused data pipelines and teamwork interaction in team collaborative projects composed of biologists and clinicians  physicists  computational scientists in the knight cancer institute and center for spatial systems biology  as well as industrial partners required qualifications master’s degree with major courses in relevant field and 3 years of relevant experience or bachelor’s degree with major courses in field of research and 5 years of relevant experienceexcellent understanding of mathematical underpinnings of algorithmsa mind set for rapidly implementing practical solutionsexperience with image platformsmatlab programmingbasic codingbasic statisticspreferred qualifications expertise in microscopy imaging design of imaging softwareproven ability to organize research results for publication and presentationsadditional details apply here online  please be sure to upload a cover letter and resume or cv all are welcome  oregon health   science university values a diverse and culturally competent workforce  we are proud of our commitment to being an equal opportunity  affirmative action organization that does not discriminate against applicants on the basis of any protected class status  including disability status and protected veteran status  individuals with diverse backgrounds and those who promote diversity and a culture of inclusion are encouraged to apply  to request reasonable accommodation contact the affirmative action and equal opportunity department at 503 494 5148 or aaeo ohsu edu ,OR,portland,2021-04-18,0,0.0,data scientist,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Q2
159,"content developer, data & ai support engineering",microsoft,"Redmond, WA",this role will coordinate with css  customer service   support  subject matter experts  as well as vendors  to ensure our learning assets are connected to top…,https://www.indeed.com/rc/clk?jk=328a2af0adeab948&fccid=734cb5a01ee60f80&vjs=3,none,do you have a passion for learning and teaching others  do you have an affinity for enabling outstanding customer support  do you have experience helping organizations implement  manage and support data   ai related scenarios  including on prem sql server  azure sql db  and sql server on azure vm  if so  be a part of the digital transformation at microsoft by building technical learning and assessment experiences that help current and aspiring support engineers build and maintain their data   ai related skills microsoft worldwide learning’s mission is to build world class capability for customers  partners  employees  and future generations  enabling them to develop  grow  and achieve success professionally  within wwl  worldwide learning   the technical content development team’s mission is to help it professionals  developers  and employees build their technical skills and advance their careers  we are a dynamic team of skilled and experienced content development  learning  and content portfolio management professionals  with a high energy  diverse   inclusive  and iteration driven culture  grounded in real customer and field needs  we build blended learning experiences that include instructor led training  ilt   supported by interactive experiences and online training  we have tremendous opportunities not only to increase customer satisfaction  but also to innovate the content we deliver we are looking for a seasoned identity professional to design  create  curate  and maintain a curriculum that provides a world class learning experience for data   ai focused support engineers  this candidate also needs to exhibit a visible passion for training customers  and ideally  has experience as a content developer  training or documentation   technical writer trainer  or as a support engineer this role will coordinate with css  customer service   support  subject matter experts  as well as vendors  to ensure our learning assets are connected to top support scenarios  creating a learning experience that helps our learners be successful  effective communication and cross group collaboration skills are necessary as you will be expected to stay plugged into the css teams to keep abreast of rapid product and support related changes as the identity space evolves over time  you will evaluate new features or products and curate existing content assets  create net new content  and or update existing content based on those changes  you will manage the content development process from concept and skills analysis all the way through final product release  proven project management skills are essential in this role to keep projects on track and on budget during the content development life cycle  you will be “authoritative source” for identity related support content  you will need to think creatively and innovatively to provide the right learning at the right time with new form factors and delivery technologies responsibilitiesprimary roles and responsibilities of this position design  author and publish the highest quality learning experiences for data   ai focused support engineers  this includes hands on labs  text  videos  interactive activities  and assessments work with microsoft css smes  subject matter expert  and other content and product groups to curate content as well as create  refine  and align the learning experience with product and support lifecycles qualificationsrequired 3  years of experience in disciplines such as learning   development  support readiness  support engineering  or program management understanding of and experience with microsoft data   ai solutionsunderstanding and experience with on prem sql server  azure sql db  and sql server on azure vmunderstanding of customer service   support engineer rolesexperience with instructional design and curriculum development across multiple modalities  online  instructor led a willingness to be agile  a motivated self starter  and a passion to constantly learn and improvestrong adaptability  collaboration  customer focus  drive for results  planning  organizing  and executing  and judgment are core competencies needed for this role works with high degree of respect  accountability  and integritypreferredunderstanding of and   or experience supporting and troubleshooting azure data   ai solutionsunderstanding of azure open source databases  mysql  postgresql  and mariadb understanding of big data technologies including adf  azure cosmos db  azure datawarehouse  hdinsightexperience working in a global  matrixed organization and working with cross functional teamsexperience with agile development methodologies  and use of azure devops to manage development priorities and backlogsunderstanding of data  data trends  content analysis  funnel trends  and fluency using excel and other data reporting tools such as power bimicrosoft is an equal opportunity employer  all qualified applicants will receive consideration for employment without regard to age  ancestry  color  family or medical care leave  gender identity or expression  genetic information  marital status  medical condition  national origin  physical or mental disability  political affiliation  protected veteran status  race  religion  sex  including pregnancy   sexual orientation  or any other characteristic protected by applicable laws  regulations and ordinances  we also consider qualified applicants regardless of criminal histories  consistent with legal requirements  if you need assistance and or a reasonable accommodation due to a disability during the application or the recruiting process  please send a request via the accommodation request form benefits perks listed below may vary depending on the nature of your employment with microsoft and the country where you work ,WA,redmond,2021-04-18,0,0.0,data scientist,machine learning,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Q3
181,associate data scientist,schrödinger,"Portland, OR",search scientific journals  patents  and databases for potential data sources  our drug discovery group of around 60 scientists includes designers  modelers …,https://www.indeed.com/rc/clk?jk=85c3d4fc88c9e7c3&fccid=8b03edb481500fa4&vjs=3,none,"schrödinger's mission is to revolutionize drug discovery through the use of breakthrough computational methods  we are currently looking for outstanding individuals to join our drug discovery group and contribute to our rapidly expanding portfolio of drug discovery collaborations our drug discovery group of around 60 scientists includes designers  modelers  computational chemists  medicinal chemists  crystallographers  biochemists  and biologists  the group is supported by more than 100 software developers and engineers  three of the programs we've worked on in the past 7 years have progressed into the clinic and an additional one is expected to enter clinical trials this year  for recent news on one of these programs  go to this website if you are interested in a career combining science and technology on drug discovery projects  we are eager to hear from you job requirements participate in drug discovery group projectsresearch  curate and prepare computational chemistry data sets  including search scientific journals  patents  and databases for potential data sourcestransfer data from source to computer files or database systems  including the 2d rendering of chemical matterverify data by comparing it to source documents and update existing dataprepare and maintain drug discovery group chemical database contentquerying  exporting  and uploading data and structuresretrieve data from the database or electronic files as requestedparticipate in improving software and processes via early access usage  bug reporting  and outlining improvement requestsessential qualifications and experiencebachelor's degree in chemistry  biology  or biochemistrysuccessful completion of at least one year of organic chemistry courseworkfamiliarity with two dimensional chemical structure representations  especially depictions of stereochemistryapproach research in an organized fashion with a strong attention to detailpractical experience with tabular data in common spreadsheet formats  e g  ms excel  google sheets  comma separated or tab separated values motivated learner  willing to take on new challengesadapts quickly to changing situations  methods and proceduresdesirable skillsexperience with analyzing scientific journal articlesexperience with any of the following spreadsheets  ms excel  google sheets  csv online sources of scientific information  especially ncbi pubmed  rcsb pdb  uniprotkb  embl ebi chembl  cas scifinder  elsevier reaxys unix and or linuxscripting  shell  python  perl version control  git research experience in chemistry or biologypay and perks schrödinger understands it's people that make a company great  because of this  we're prepared to offer a competitive salary  stock options  and a wide range of benefits that include healthcare  with dental and vision   a 401k  pre tax commuter benefits  a flexible work schedule  and a parental leave program  we have catered meals in the office every day  a company culture that is relaxed but engaged  and over a month of paid vacation time  our administrative and human resources departments also plan a myriad of fun company wide events we've been working remotely from across the world over the past few months because the health and safety of our employees is paramount  nonetheless  we have kept schrödinger's outstanding culture going through a series of online fitness classes  trivia nights  happy hours  and so much more sound exciting  apply today and join us as an equal opportunity employer  schrödinger hires outstanding individuals into every position in the company  people who work with us have a high degree of engagement  a commitment to working effectively in teams  and a passion for the company's mission  we place the highest value on creating a safe environment where our employees can grow and contribute  and refuse to discriminate on the basis of race  color  religious belief  sex  age  disability  national origin  alienage or citizenship status  marital status  partnership status  caregiver status  sexual and reproductive health decisions  gender identity or expression  or sexual orientation  to us  ""diversity"" isn't just a buzzword  but an important element of our core principles and key business practices  we believe that diverse companies innovate better and think more creatively than homogenous ones because they take into account a wide range of viewpoints  for us  greater diversity doesn't mean better headlines or public images   it means increased adaptability and profitability ",OR,portland,2021-04-18,0,0.0,data scientist,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Q1
305,data scientist,deephealth,"Cambridge, MA",experience working with dicom data or healthcare related data  advanced degree in a field related to data science ,https://www.indeed.com/rc/clk?jk=1d8cf47f1019b24e&fccid=3033275d6c075407&vjs=3,none,descriptiondeephealth is a digital health start up company based in cambridge  ma engaged in applying state of the art deep learning techniques to improve medical imaging interpretation  we believe the most exciting problems in machine learning are in healthcare  where the development and translation of novel methods has the potential to save patient lives  as a data scientist  you will help us collect and curate various sources of data to be used for research and product development and validation qualificationsadvanced degree in a field related to data sciencestrong programming skills in python and libraries such as pandasexperience working with dicom data or healthcare related dataknowledge and experience in cloud infrastructure  e g   google cloud  aws  etc ,MA,cambridge,2021-04-18,0,0.0,data scientist,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Q3
306,data scientist/ market analyst,the energy authority,"Bellevue, WA",this position requires a high degree of self motivation  analytical thinking  balancing of competing priorities  close collaboration with fellow data scientists…,https://www.indeed.com/rc/clk?jk=328bf03503f8d2e3&fccid=cc29f9f0e51b545f&vjs=3,none,about the energy authoritythe energy authority is a public power owned  nonprofit corporation with offices in jacksonville  florida and bellevue  seattle   washington  tea provides public power utilities with access to advanced resources and technology systems so they can respond competitively in the changing energy markets  through partnership with tea  utilities benefit from an experienced organization that is singularly focused on deriving the maximum value of their assets from the market about the rolechanges in electricity utilities and power markets demand analysts with knowledge and expertise across multi disciplines  as part of the quantitative analytics and research multi disciplinary team  a successful candidate will provide expertise in the areas of machine learning  operations research  and statistical models to translate business problems into solutions that are repeatable and scalable across the energy authority’s  tea  clients  a successful candidate is interested in following the trends and changes in the electricity markets in the western electricity coordinating council  wecc  interconnection such as california iso and spp western energy imbalance service market  weis   and develops models that help assess how such trends and changes may be impacting our clients essential duties   responsibilities include the following  other duties may be assigned this position requires a high degree of self motivation  analytical thinking  balancing of competing priorities  close collaboration with fellow data scientists  and effective communication of technical topics to general audiences  key responsibilities include  design  develop  and improve complex optimization models  statistical models  and machine learning models to achieve clients’ objectives  develop tools and dashboards that external and internal clients use to evaluate strategies  from research   development to production lifecycle  investigate new and improved ways to formulate optimization problems and solution deliveries  follow an established set of standard procedures such as providing code reviews  using internal r packages and git repositorythe desired analytical skills within tea’s quantitative analytics and research will include  knowledge of machine learning algorithms and techniques such as regression  support vector machines  neural networks  feature engineering  and model validation techniques  concepts of economic dispatch and marginal pricing in a centralized electricity power markets and their market rules that affect clearing of energy  ancillary services  and other market products  concepts of object oriented programming preferably in r or python  basic knowledge of web design such as html  css  javascript  reactive programming  preferably in r shiny   and database design and query  operate   maintain models to support routine analysis  develop   maintain a strong working knowledge of the tools used by tea  acquire a strong knowledge of functions performed by various areas of tea  develop   maintain a strong working knowledge of the theory and practice of complex analytical models  develop awareness of tea tool suites and effectively use them in designing solutions to complex problems  maintain and enhance complex models – evaluate their performance  have developed professional networks across tea’s staff  the staff of tea’s members and partners  and the electric utility industry prepare reports  presentations  and other materials that provide senior management of tea  clients  and industry parties the results of analyses performed by the analyst or other team members support tea’s business development efforts responsible for project management  schedules and budgetssupervisory responsibilitiesthis position has no direct supervisory responsibilities  position is expected to provide mentoring and career development to other analysts as assigned education and or experience master’s degree or equivalent work experience in engineering  mathematics  economics  or other appropriate field of study  a degree in either operations research  applied mathematics  computer science  or power system economics is preferred  knowledge of the electric utility industry  proficiency with r python and object oriented programming certificates  licenses    registrationsprofessional engineering license is preferred for candidates with a background in engineering  certifications in data analytics  optimization  or machine learning is desirable other skills   abilitiesexpertise needed with microsoft word  excel visual basic  and other analysis tools  experience with large utility simulation and resource applications such as promod  plexos  planning and risk  auroraxmp  or gemaps  dayzer  pss e  and powerworld is useful  ability to apply techniques of decision analysis  such as decision trees  influence diagrams  etc ,WA,bellevue,2021-04-18,0,0.0,data scientist,analysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Q2
